,track_id,ranking,date,playlist_id
0,4xhsWYTOGcal8zt0J161CU,1,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
1,52eIcoLUM25zbQupAZYoFh,2,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
2,0mflMxspEfB0VbI1kyLiAv,3,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
3,4KULAymBBJcPRpk1yO4dOG,4,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
4,3vkCueOmm7xQDoJ17W1Pm3,5,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
5,0R6NfOiLzLj4O5VbYSJAjf,6,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
6,6uTPdRrEDeH8Fyg5L5qmeU,7,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
7,7gaA3wERFkFkgivjwbSvkG,8,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
8,6XaJfhwof7qIgbbXO5tIQI,9,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
9,3rUGC1vUpkDG9CZFHMur1t,10,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
10,6tNQ70jh4OwmPGpYy6R2o9,11,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
11,1BxfuPKGuaTgP7aM0Bbdwr,12,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
12,1udwFobQ1JoOdWPQrp2b6u,13,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
13,3WMj8moIAXJhHsyLaqIIHI,14,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
14,5XVdHRf4CAJ2Jm0uMIy5qY,15,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
15,6rjuKpPydT2SxN15TZpV7r,16,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
16,1yeB8MUNeLo9Ek1UEpsyz6,17,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
17,17phhZDn6oGtzMe56NuWvj,18,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
18,2yUzr8Sr6ldG8vmHhZwTnz,19,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
19,1a73gcEg6h6Re6hHXoVltJ,20,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
20,6wsqVwoiVH2kde4k4KKAFU,21,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
21,2YSzYUF3jWqb9YP9VXmpjE,22,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
22,2Zo1PcszsT9WQ0ANntJbID,23,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
23,6WzRpISELf3YglGAh7TXcG,24,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
24,5PyDJG7SQRgWXefgexqIge,25,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
25,7K3BhSpAxZBznislvUMVtn,26,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
26,7CyPwkp0oE8Ro9Dd5CUDjW,27,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
27,56y1jOTK0XSvJzVv9vHQBK,28,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
28,3xKsf9qdS1CyvXSMEid6g8,29,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
29,4rXLjWdF2ZZpXCVTfWcshS,30,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
30,4tKGFmENO69tZR9ahgZu48,31,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
31,4iZ4pt7kvcaH6Yo8UoZ4s2,32,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
32,68Dni7IE4VyPkTOH9mRWHr,33,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
33,1kuGVB7EU95pJObxwvfwKS,34,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
34,7aqfrAY2p9BUSiupwk3svU,35,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
35,4HMop4Re0iucehmF7mgV27,36,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
36,6x9pCndnXEoea0CMcfjs9W,37,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
37,7KA4W4McWYRpgf0fWsJZWB,38,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
38,6wf7Yu7cxBSPrRlWeSeK0Q,39,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
39,6dBUzqjtbnIa1TwYbyw5CM,40,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
40,0PAcdVzhPO4gq1Iym9ESnK,41,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
41,42VsgItocQwOQC3XWZ8JNA,42,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
42,4E63weMCaNZuGPEFMnuEi8,43,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
43,4KW1lqgSr8TKrvBII0Brf8,44,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
44,4EWCNWgDS8707fNSZ1oaA5,45,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
45,6uIIdjYTxxpWOyWuVXrKQO,46,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
46,05WVKTdZhlIMX4qqMLuo0f,47,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
47,3hxIUxnT27p5WcmjGUXNwx,48,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
48,1Iq8oo9XkmmvCQiGOfORiz,49,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
49,3IznIgmXtrUaoPWpQTy5jB,50,2024-01-25,37i9dQZEVXbLRQDuF5jeBp
